UDI,Timestamp,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Downtime_Minutes
6014,2024-02-12 02:10:00,L53193,300.7,310.8,1597,30.5,38,0,No Failure,0
6015,2024-02-12 02:20:00,H35428,300.8,310.8,1618,32.8,40,0,No Failure,0
6016,2024-02-12 02:30:00,M20875,300.8,310.8,1520,38.0,45,0,No Failure,0
6017,2024-02-12 02:40:00,L53196,300.7,310.7,1425,45.3,48,0,No Failure,0
6018,2024-02-12 02:50:00,L53197,300.8,310.9,1398,38.2,50,0,No Failure,0
6019,2024-02-12 03:00:00,M20878,300.8,310.9,1557,31.6,52,0,No Failure,0
6020,2024-02-12 03:10:00,L53199,300.7,310.8,1519,43.9,55,0,No Failure,0
6021,2024-02-12 03:20:00,L53200,300.7,310.8,1619,34.9,57,0,No Failure,0
6022,2024-02-12 03:30:00,L53201,300.7,310.8,1814,21.4,59,0,No Failure,0
6023,2024-02-12 03:40:00,L53202,300.7,310.9,1521,39.4,61,0,No Failure,0
6024,2024-02-12 03:50:00,M20883,300.7,310.9,1369,51.2,63,0,No Failure,0
6025,2024-02-12 04:00:00,L53204,300.7,310.9,1356,65.3,66,1,Power Failure,129
6026,2024-02-12 04:10:00,L53205,300.7,311.0,1336,53.3,68,0,No Failure,0
6027,2024-02-12 04:20:00,L53206,300.7,311.0,1403,48.3,70,0,No Failure,0
6028,2024-02-12 04:30:00,M20887,300.7,311.0,1413,44.3,72,0,No Failure,0
6029,2024-02-12 04:40:00,L53208,300.6,310.9,1472,47.6,75,0,No Failure,0
6030,2024-02-12 04:50:00,M20889,300.7,310.8,1452,47.9,77,0,No Failure,0
6031,2024-02-12 05:00:00,L53210,300.6,310.7,1397,53.7,80,0,No Failure,0
6032,2024-02-12 05:10:00,L53211,300.6,310.7,1455,40.6,82,0,No Failure,0
6033,2024-02-12 05:20:00,L53212,300.7,310.8,1754,27.7,84,0,No Failure,0
6034,2024-02-12 05:30:00,L53213,300.6,310.9,1471,37.9,86,0,No Failure,0
6035,2024-02-12 05:40:00,M20894,300.6,310.8,1389,48.1,88,0,No Failure,0
6036,2024-02-12 05:50:00,M20895,300.6,310.9,1702,30.3,91,0,No Failure,0
6037,2024-02-12 06:00:00,M20896,300.6,311.0,1401,54.6,94,0,No Failure,0
6038,2024-02-12 06:10:00,L53217,300.7,311.1,1426,46.2,97,0,No Failure,0
6039,2024-02-12 06:20:00,L53218,300.7,311.0,1496,38.3,99,0,No Failure,0
6040,2024-02-12 06:30:00,L53219,300.6,310.9,1433,42.6,101,0,No Failure,0
6041,2024-02-12 06:40:00,M20900,300.7,311.1,1438,46.6,103,0,No Failure,0
6042,2024-02-12 06:50:00,M20901,300.7,311.0,1418,49.3,106,0,No Failure,0
6043,2024-02-12 07:00:00,M20902,300.8,311.0,1580,36.6,109,0,No Failure,0
6044,2024-02-12 07:10:00,M20903,300.7,310.9,1468,41.8,112,0,No Failure,0
6045,2024-02-12 07:20:00,M20904,300.8,310.9,1522,41.7,115,0,No Failure,0
6046,2024-02-12 07:30:00,L53225,300.8,310.9,1311,55.8,118,0,No Failure,0
6047,2024-02-12 07:40:00,L53226,300.9,311.0,1316,56.5,120,0,No Failure,0
6048,2024-02-12 07:50:00,H35461,300.9,311.0,1853,23.6,122,0,No Failure,0
6049,2024-02-12 08:00:00,M20908,300.9,311.0,1556,38.8,127,0,No Failure,0
6050,2024-02-12 08:10:00,M20909,300.9,311.0,1567,34.3,130,0,No Failure,0
6051,2024-02-12 08:20:00,M20910,300.9,311.1,1546,37.7,133,0,No Failure,0
6052,2024-02-12 08:30:00,L53231,300.9,311.0,1382,51.2,136,0,No Failure,0
6053,2024-02-12 08:40:00,L53232,300.9,311.0,2003,20.2,138,0,No Failure,0
6054,2024-02-12 08:50:00,L53233,300.8,310.9,1748,29.9,140,0,No Failure,0
6055,2024-02-12 09:00:00,H35468,300.7,310.8,1518,40.1,142,0,No Failure,0
6056,2024-02-12 09:10:00,L53235,300.7,310.8,1475,42.0,147,0,No Failure,0
6057,2024-02-12 09:20:00,L53236,300.8,310.8,1634,29.2,149,0,No Failure,0
6058,2024-02-12 09:30:00,L53237,300.8,310.8,1689,32.9,151,0,No Failure,0
6059,2024-02-12 09:40:00,M20918,300.9,310.9,1636,35.3,153,0,No Failure,0
6060,2024-02-12 09:50:00,L53239,300.9,311.0,2235,15.8,156,0,No Failure,0
6061,2024-02-12 10:00:00,L53240,301.0,311.1,1615,35.6,158,0,No Failure,0
6062,2024-02-12 10:10:00,H35475,301.1,311.1,1618,29.5,160,0,No Failure,0
6063,2024-02-12 10:20:00,M20922,301.1,311.2,1407,53.0,165,0,No Failure,0
6064,2024-02-12 10:30:00,L53243,301.1,311.1,1450,43.3,168,0,No Failure,0
6065,2024-02-12 10:40:00,L53244,301.1,311.1,1889,23.8,170,0,No Failure,0
6066,2024-02-12 10:50:00,L53245,301.0,310.9,1568,38.2,172,0,No Failure,0
6067,2024-02-12 11:00:00,L53246,301.0,311.0,1804,25.8,174,0,No Failure,0
6068,2024-02-12 11:10:00,L53247,301.0,311.0,1582,37.5,176,0,No Failure,0
6069,2024-02-12 11:20:00,M20928,301.0,310.9,2047,17.9,178,0,No Failure,0
6070,2024-02-12 11:30:00,L53249,300.9,310.9,1601,34.0,181,0,No Failure,0
6071,2024-02-12 11:40:00,L53250,300.9,310.9,1615,32.0,183,0,No Failure,0
6072,2024-02-12 11:50:00,M20931,300.9,310.8,1452,43.6,185,0,No Failure,0
6073,2024-02-12 12:00:00,M20932,300.9,310.8,1695,30.2,188,0,No Failure,0
6074,2024-02-12 12:10:00,M20933,300.9,310.8,1790,26.2,191,0,No Failure,0
6075,2024-02-12 12:20:00,M20934,301.0,310.8,1533,39.3,194,0,No Failure,0
6076,2024-02-12 12:30:00,L53255,301.0,310.9,1813,28.5,197,0,No Failure,0
6077,2024-02-12 12:40:00,L53256,301.0,310.9,1492,36.7,199,0,No Failure,0
6078,2024-02-12 12:50:00,L53257,300.9,310.7,1479,43.3,201,0,No Failure,0
6079,2024-02-12 13:00:00,L53258,300.8,310.7,1339,59.1,203,1,Overstrain Failure,107
6080,2024-02-12 13:10:00,M20939,300.8,310.7,1371,44.7,205,0,No Failure,0
6081,2024-02-12 13:20:00,L53260,300.9,310.7,1468,36.2,208,0,No Failure,0
6082,2024-02-12 13:30:00,L53261,300.9,310.7,1517,41.7,210,0,No Failure,0
6083,2024-02-12 13:40:00,L53262,300.9,310.7,1352,46.4,212,0,No Failure,0
6084,2024-02-12 13:50:00,L53263,300.9,310.7,1389,50.0,214,0,No Failure,0
6085,2024-02-12 14:00:00,M20944,300.8,310.6,1505,36.2,0,0,No Failure,0
6086,2024-02-12 14:10:00,L53265,300.9,310.6,1538,36.7,3,0,No Failure,0
6087,2024-02-12 14:20:00,L53266,300.9,310.8,1482,37.0,5,0,No Failure,0
6088,2024-02-12 14:30:00,M20947,300.9,310.8,1599,33.0,7,0,No Failure,0
6089,2024-02-12 14:40:00,L53268,300.9,310.8,1476,39.0,10,0,No Failure,0
6090,2024-02-12 14:50:00,L53269,300.9,310.7,1509,37.5,12,0,No Failure,0
6091,2024-02-12 15:00:00,L53270,300.9,310.8,1708,29.1,14,0,No Failure,0
6092,2024-02-12 15:10:00,L53271,300.9,310.7,1412,57.5,16,0,Random Failures,0
6093,2024-02-12 15:20:00,L53272,300.9,310.7,1658,28.5,18,0,No Failure,0
6094,2024-02-12 15:30:00,L53273,301.0,310.8,1375,57.2,20,0,No Failure,0
6095,2024-02-12 15:40:00,M20954,300.9,310.8,1402,48.1,22,0,No Failure,0
6096,2024-02-12 15:50:00,M20955,300.9,310.7,1452,47.3,25,0,No Failure,0
6097,2024-02-12 16:00:00,M20956,300.8,310.7,1483,40.8,28,0,No Failure,0
6098,2024-02-12 16:10:00,H35511,300.9,310.8,1477,38.4,31,0,No Failure,0
6099,2024-02-12 16:20:00,M20958,300.8,310.7,1924,22.4,36,0,No Failure,0
6100,2024-02-12 16:30:00,H35513,300.9,310.7,1609,28.7,39,0,No Failure,0
6101,2024-02-12 16:40:00,M20960,300.8,310.7,1886,21.1,44,0,No Failure,0
6102,2024-02-12 16:50:00,L53281,300.7,310.6,1616,29.6,47,0,No Failure,0
6103,2024-02-12 17:00:00,L53282,300.7,310.7,1442,43.2,49,0,No Failure,0
6104,2024-02-12 17:10:00,L53283,300.8,310.8,1407,45.1,51,0,No Failure,0
6105,2024-02-12 17:20:00,M20964,300.8,310.8,1461,41.3,53,0,No Failure,0
6106,2024-02-12 17:30:00,M20965,300.8,310.9,1522,46.2,56,0,No Failure,0
6107,2024-02-12 17:40:00,L53286,300.9,311.0,1432,48.1,59,0,No Failure,0
6108,2024-02-12 17:50:00,L53287,300.9,311.0,1438,49.0,61,0,No Failure,0
6109,2024-02-12 18:00:00,M20968,300.8,310.9,1678,28.1,63,0,No Failure,0
6110,2024-02-12 18:10:00,M20969,300.8,310.9,1514,38.7,66,0,No Failure,0
6111,2024-02-12 18:20:00,L53290,300.7,310.8,1534,41.3,69,0,No Failure,0
6112,2024-02-12 18:30:00,M20971,300.7,310.8,1486,41.2,71,0,No Failure,0
6113,2024-02-12 18:40:00,L53292,300.7,310.8,1925,22.0,74,0,No Failure,0
6114,2024-02-12 18:50:00,M20973,300.7,310.8,1724,30.0,76,0,No Failure,0
6115,2024-02-12 19:00:00,M20974,300.8,310.8,1549,35.5,79,0,No Failure,0
6116,2024-02-12 19:10:00,L53295,300.8,310.9,1457,47.7,82,0,No Failure,0
6117,2024-02-12 19:20:00,L53296,300.8,310.9,1453,43.9,84,0,No Failure,0
6118,2024-02-12 19:30:00,L53297,300.8,311.0,1578,44.4,86,0,No Failure,0
6119,2024-02-12 19:40:00,M20978,300.9,311.1,1325,61.4,88,0,No Failure,0
6120,2024-02-12 19:50:00,L53299,300.9,311.1,1471,39.3,91,0,No Failure,0
6121,2024-02-12 20:00:00,M20980,300.9,311.2,1472,40.0,93,0,No Failure,0
6122,2024-02-12 20:10:00,L53301,300.9,311.1,1457,37.4,96,0,No Failure,0
6123,2024-02-12 20:20:00,L53302,301.0,311.0,1402,55.3,98,0,No Failure,0
6124,2024-02-12 20:30:00,L53303,300.9,310.9,1477,41.5,100,0,No Failure,0
6125,2024-02-12 20:40:00,M20984,300.9,310.9,1727,30.1,102,0,No Failure,0
6126,2024-02-12 20:50:00,L53305,300.9,310.9,1995,20.2,105,0,No Failure,0
6127,2024-02-12 21:00:00,L53306,300.9,310.9,1370,52.5,107,0,No Failure,0
6128,2024-02-12 21:10:00,L53307,300.9,310.9,1228,66.4,109,0,No Failure,0
6129,2024-02-12 21:20:00,L53308,300.9,311.0,1499,38.0,111,0,No Failure,0
6130,2024-02-12 21:30:00,M20989,301.0,311.0,1508,46.9,113,0,No Failure,0
6131,2024-02-12 21:40:00,L53310,301.0,310.9,1473,44.2,116,0,No Failure,0
6132,2024-02-12 21:50:00,H35545,301.0,311.0,1640,37.6,118,0,No Failure,0
6133,2024-02-12 22:00:00,L53312,301.1,311.1,1429,42.5,123,0,No Failure,0
6134,2024-02-12 22:10:00,L53313,301.1,311.1,1470,40.9,125,0,No Failure,0
6135,2024-02-12 22:20:00,L53314,301.0,311.0,1581,37.0,127,0,No Failure,0
6136,2024-02-12 22:30:00,L53315,301.0,310.9,1740,28.9,129,0,No Failure,0
6137,2024-02-12 22:40:00,H35550,300.9,310.8,1390,40.6,131,0,No Failure,0
6138,2024-02-12 22:50:00,M20997,300.9,310.8,1988,19.7,136,0,No Failure,0
6139,2024-02-12 23:00:00,M20998,300.8,310.7,1452,43.0,139,0,No Failure,0
6140,2024-02-12 23:10:00,L53319,300.8,310.7,1586,33.4,142,0,No Failure,0
6141,2024-02-12 23:20:00,L53320,300.8,310.7,1589,34.3,144,0,No Failure,0
6142,2024-02-12 23:30:00,L53321,300.8,310.8,1486,45.7,146,0,No Failure,0
6143,2024-02-12 23:40:00,L53322,300.9,310.9,1755,27.9,148,0,No Failure,0
6144,2024-02-12 23:50:00,M21003,301.0,310.9,1575,34.6,150,0,No Failure,0
6145,2024-02-13 00:00:00,M21004,301.1,311.1,1615,37.7,153,0,No Failure,0
6146,2024-02-13 00:10:00,M21005,301.1,311.1,1436,41.8,156,0,No Failure,0
6147,2024-02-13 00:20:00,M21006,301.1,311.1,1470,40.6,159,0,No Failure,0
6148,2024-02-13 00:30:00,M21007,301.1,311.1,2089,19.8,162,0,No Failure,0
6149,2024-02-13 00:40:00,L53328,301.1,311.2,1564,37.0,165,0,No Failure,0
6150,2024-02-13 00:50:00,M21009,301.0,311.1,1420,47.4,167,0,No Failure,0
6151,2024-02-13 01:00:00,L53330,301.1,311.1,1711,29.1,170,0,No Failure,0
6152,2024-02-13 01:10:00,L53331,301.1,311.2,1555,35.3,172,0,No Failure,0
6153,2024-02-13 01:20:00,M21012,301.1,311.1,1592,35.7,174,0,No Failure,0
6154,2024-02-13 01:30:00,L53333,301.0,311.1,1236,64.4,177,1,Overstrain Failure,180
6155,2024-02-13 01:40:00,M21014,301.0,310.9,1765,24.2,179,0,No Failure,0
6156,2024-02-13 01:50:00,L53335,301.0,311.0,1634,31.2,182,0,No Failure,0
6157,2024-02-13 02:00:00,L53336,301.1,311.1,1508,41.5,184,0,No Failure,0
6158,2024-02-13 02:10:00,L53337,301.1,311.2,1774,29.6,186,0,No Failure,0
6159,2024-02-13 02:20:00,L53338,301.1,311.0,1677,29.1,188,0,No Failure,0
6160,2024-02-13 02:30:00,L53339,301.0,311.0,1399,58.0,190,1,Overstrain Failure,101
6161,2024-02-13 02:40:00,L53340,301.0,310.9,1570,34.0,192,0,No Failure,0
6162,2024-02-13 02:50:00,L53341,301.0,310.9,1479,44.3,194,0,No Failure,0
6163,2024-02-13 03:00:00,L53342,301.0,310.8,1558,34.9,196,0,No Failure,0
6164,2024-02-13 03:10:00,L53343,300.8,310.7,1358,48.1,198,0,No Failure,0
6165,2024-02-13 03:20:00,H35578,300.9,310.7,1656,30.7,200,0,No Failure,0
6166,2024-02-13 03:30:00,L53345,300.9,310.7,1523,35.8,205,0,No Failure,0
6167,2024-02-13 03:40:00,H35580,300.9,310.7,1403,40.6,207,0,No Failure,0
6168,2024-02-13 03:50:00,M21027,300.9,310.7,1362,51.6,212,0,No Failure,0
6169,2024-02-13 04:00:00,M21028,300.7,310.6,1778,27.1,215,0,No Failure,0
6170,2024-02-13 04:10:00,L53349,300.7,310.5,1448,38.2,218,0,No Failure,0
6171,2024-02-13 04:20:00,H35584,300.8,310.5,1559,40.1,220,0,No Failure,0
6172,2024-02-13 04:30:00,L53351,300.8,310.6,1416,42.2,225,0,No Failure,0
6173,2024-02-13 04:40:00,L53352,300.8,310.6,1577,37.9,227,1,Tool Wear Failure,141
6174,2024-02-13 04:50:00,L53353,300.8,310.7,1633,27.8,0,0,No Failure,0
6175,2024-02-13 05:00:00,L53354,300.9,310.7,1573,31.2,2,0,No Failure,0
6176,2024-02-13 05:10:00,L53355,300.9,310.8,1517,44.3,4,0,No Failure,0
6177,2024-02-13 05:20:00,L53356,301.0,310.9,1515,37.3,6,0,No Failure,0
6178,2024-02-13 05:30:00,L53357,301.0,310.8,1527,45.3,8,0,No Failure,0
6179,2024-02-13 05:40:00,L53358,301.1,310.9,1282,67.9,10,1,Power Failure,140
6180,2024-02-13 05:50:00,M21039,301.1,310.9,1396,45.1,12,0,No Failure,0
6181,2024-02-13 06:00:00,L53360,301.0,310.9,1492,44.6,15,0,No Failure,0
6182,2024-02-13 06:10:00,L53361,301.0,310.8,1975,19.7,17,0,No Failure,0
6183,2024-02-13 06:20:00,L53362,301.0,310.8,1475,35.3,19,0,No Failure,0
6184,2024-02-13 06:30:00,H35597,301.0,310.9,1495,37.3,21,0,No Failure,0
6185,2024-02-13 06:40:00,L53364,301.0,311.0,1553,35.8,26,0,No Failure,0
6186,2024-02-13 06:50:00,L53365,301.1,311.0,1918,21.7,28,0,No Failure,0
6187,2024-02-13 07:00:00,M21046,301.1,311.0,1413,46.6,30,0,No Failure,0
6188,2024-02-13 07:10:00,L53367,301.0,311.0,1437,56.0,33,0,No Failure,0
6189,2024-02-13 07:20:00,L53368,301.0,310.9,1450,45.9,35,0,No Failure,0
6190,2024-02-13 07:30:00,M21049,301.0,310.9,1910,21.9,37,0,No Failure,0
6191,2024-02-13 07:40:00,L53370,300.9,310.9,1749,26.4,40,0,No Failure,0
6192,2024-02-13 07:50:00,H35605,301.0,310.9,1916,22.0,42,0,No Failure,0
6193,2024-02-13 08:00:00,L53372,301.0,310.9,1428,45.3,47,0,No Failure,0
6194,2024-02-13 08:10:00,L53373,301.0,310.9,1578,38.4,49,0,No Failure,0
6195,2024-02-13 08:20:00,L53374,300.9,310.8,1571,39.9,51,0,No Failure,0
6196,2024-02-13 08:30:00,L53375,300.9,310.8,1729,30.2,53,0,No Failure,0
6197,2024-02-13 08:40:00,L53376,300.9,310.8,1701,30.4,55,0,No Failure,0
6198,2024-02-13 08:50:00,L53377,300.9,310.8,1493,45.8,57,0,No Failure,0
6199,2024-02-13 09:00:00,M21058,301.0,310.9,1554,32.7,59,0,No Failure,0
6200,2024-02-13 09:10:00,L53379,300.9,310.9,1497,43.2,62,0,No Failure,0
6201,2024-02-13 09:20:00,L53380,301.0,310.9,1679,29.8,64,0,No Failure,0
6202,2024-02-13 09:30:00,M21061,301.0,310.9,1510,44.5,66,0,No Failure,0
6203,2024-02-13 09:40:00,L53382,301.0,310.9,1296,54.9,69,0,No Failure,0
6204,2024-02-13 09:50:00,L53383,301.0,310.9,1404,41.8,71,0,No Failure,0
6205,2024-02-13 10:00:00,M21064,300.9,310.8,1519,34.9,73,0,No Failure,0
6206,2024-02-13 10:10:00,M21065,300.9,310.7,1696,27.3,76,0,No Failure,0
6207,2024-02-13 10:20:00,M21066,300.8,310.6,1669,28.4,79,0,No Failure,0
6208,2024-02-13 10:30:00,L53387,300.7,310.6,1447,40.7,82,0,No Failure,0
6209,2024-02-13 10:40:00,M21068,300.7,310.6,1418,46.3,84,0,No Failure,0
6210,2024-02-13 10:50:00,L53389,300.7,310.6,1407,40.5,87,0,No Failure,0
6211,2024-02-13 11:00:00,L53390,300.8,310.5,1434,44.5,89,0,No Failure,0
6212,2024-02-13 11:10:00,L53391,300.8,310.6,1360,48.8,91,0,No Failure,0
6213,2024-02-13 11:20:00,L53392,300.8,310.6,1402,53.7,93,0,No Failure,0
6214,2024-02-13 11:30:00,L53393,300.9,310.6,1552,34.9,95,0,No Failure,0
6215,2024-02-13 11:40:00,L53394,300.9,310.7,1392,44.2,97,0,No Failure,0
6216,2024-02-13 11:50:00,L53395,301.1,310.8,1521,41.0,99,0,No Failure,0
6217,2024-02-13 12:00:00,L53396,301.1,310.8,1724,27.5,101,0,No Failure,0
6218,2024-02-13 12:10:00,M21077,301.0,310.7,1455,46.1,103,0,No Failure,0
6219,2024-02-13 12:20:00,H35632,301.0,310.6,1366,50.6,106,0,No Failure,0
6220,2024-02-13 12:30:00,H35633,301.1,310.6,1407,43.9,111,0,No Failure,0
6221,2024-02-13 12:40:00,L53400,301.1,310.8,1470,49.3,116,0,No Failure,0
6222,2024-02-13 12:50:00,M21081,301.2,310.9,1359,50.8,118,0,No Failure,0
6223,2024-02-13 13:00:00,H35636,301.1,310.8,1792,25.8,121,0,No Failure,0
6224,2024-02-13 13:10:00,M21083,301.1,310.9,1552,37.9,126,0,No Failure,0
6225,2024-02-13 13:20:00,L53404,301.2,311.0,1612,32.9,129,0,No Failure,0
6226,2024-02-13 13:30:00,M21085,301.2,311.0,1424,41.4,131,0,No Failure,0
6227,2024-02-13 13:40:00,H35640,301.3,311.0,1341,59.3,134,0,No Failure,0
6228,2024-02-13 13:50:00,L53407,301.2,310.8,1479,38.2,139,0,No Failure,0
6229,2024-02-13 14:00:00,L53408,301.2,310.9,1413,50.1,141,0,No Failure,0
6230,2024-02-13 14:10:00,L53409,301.3,310.9,2165,17.4,143,0,No Failure,0
6231,2024-02-13 14:20:00,M21090,301.3,311.0,1641,33.0,145,0,No Failure,0
6232,2024-02-13 14:30:00,M21091,301.3,311.0,1495,40.8,148,0,No Failure,0
6233,2024-02-13 14:40:00,L53412,301.3,311.0,1576,30.4,151,0,No Failure,0
6234,2024-02-13 14:50:00,L53413,301.2,310.9,1467,37.1,153,0,No Failure,0
6235,2024-02-13 15:00:00,L53414,301.2,310.8,1479,41.2,155,0,No Failure,0
6236,2024-02-13 15:10:00,L53415,301.3,310.9,1596,33.9,157,0,No Failure,0
6237,2024-02-13 15:20:00,M21096,301.3,310.9,1512,36.9,159,0,No Failure,0
6238,2024-02-13 15:30:00,L53417,301.4,310.9,1414,38.8,162,0,No Failure,0
6239,2024-02-13 15:40:00,L53418,301.3,310.8,1390,57.4,164,0,No Failure,0
6240,2024-02-13 15:50:00,L53419,301.2,310.7,1644,31.6,166,0,No Failure,0
6241,2024-02-13 16:00:00,M21100,301.2,310.7,1394,42.8,168,0,No Failure,0
6242,2024-02-13 16:10:00,L53421,301.1,310.5,1324,52.4,171,0,No Failure,0
6243,2024-02-13 16:20:00,L53422,301.0,310.4,1476,43.6,173,0,No Failure,0
6244,2024-02-13 16:30:00,L53423,301.0,310.4,2204,16.6,175,0,No Failure,0
6245,2024-02-13 16:40:00,M21104,301.0,310.4,1665,30.9,177,0,No Failure,0
6246,2024-02-13 16:50:00,L53425,300.9,310.4,1445,41.7,180,0,No Failure,0
6247,2024-02-13 17:00:00,H35660,300.8,310.3,1457,46.8,182,0,No Failure,0
6248,2024-02-13 17:10:00,L53427,300.8,310.2,1492,46.3,187,0,No Failure,0
6249,2024-02-13 17:20:00,L53428,300.8,310.1,1405,61.2,189,1,Power Failure,240
6250,2024-02-13 17:30:00,L53429,300.7,310.1,1542,35.5,191,0,No Failure,0
6251,2024-02-13 17:40:00,L53430,300.8,310.2,1520,37.7,193,0,No Failure,0
6252,2024-02-13 17:50:00,M21111,300.8,310.2,1598,36.5,195,0,No Failure,0
6253,2024-02-13 18:00:00,L53432,300.8,310.3,1538,36.1,198,0,No Failure,0
6254,2024-02-13 18:10:00,L53433,300.9,310.4,1615,30.9,200,0,No Failure,0
6255,2024-02-13 18:20:00,L53434,301.0,310.5,1408,47.0,202,0,No Failure,0
6256,2024-02-13 18:30:00,L53435,301.0,310.5,1379,57.3,204,1,Overstrain Failure,202
6257,2024-02-13 18:40:00,L53436,301.0,310.6,1493,37.8,206,1,Tool Wear Failure,63
6258,2024-02-13 18:50:00,L53437,301.1,310.7,1376,49.1,0,0,No Failure,0
6259,2024-02-13 19:00:00,M21118,301.1,310.7,1583,40.7,2,0,No Failure,0
6260,2024-02-13 19:10:00,M21119,301.2,310.8,1396,47.4,5,0,No Failure,0
6261,2024-02-13 19:20:00,L53440,301.1,310.7,1436,45.3,8,0,No Failure,0
6262,2024-02-13 19:30:00,L53441,301.1,310.6,1417,47.6,10,0,No Failure,0
6263,2024-02-13 19:40:00,L53442,301.0,310.6,1641,33.4,12,0,No Failure,0
6264,2024-02-13 19:50:00,M21123,301.0,310.6,1698,27.3,14,0,No Failure,0
6265,2024-02-13 20:00:00,L53444,300.9,310.4,1541,39.1,17,0,No Failure,0
6266,2024-02-13 20:10:00,L53445,300.8,310.3,1383,46.6,19,0,No Failure,0
6267,2024-02-13 20:20:00,L53446,300.8,310.4,1368,46.8,21,0,No Failure,0
6268,2024-02-13 20:30:00,L53447,300.8,310.4,1570,35.2,23,0,No Failure,0
6269,2024-02-13 20:40:00,L53448,300.9,310.5,1616,33.5,25,0,No Failure,0
6270,2024-02-13 20:50:00,M21129,300.9,310.5,1444,43.2,27,0,No Failure,0
6271,2024-02-13 21:00:00,L53450,300.9,310.4,2021,18.8,30,0,No Failure,0
6272,2024-02-13 21:10:00,M21131,300.9,310.5,1702,29.3,32,0,No Failure,0
6273,2024-02-13 21:20:00,M21132,301.1,310.6,1429,52.7,35,0,No Failure,0
6274,2024-02-13 21:30:00,L53453,301.2,310.8,1711,28.9,38,0,No Failure,0
6275,2024-02-13 21:40:00,M21134,301.2,310.7,1543,32.9,40,0,No Failure,0
6276,2024-02-13 21:50:00,L53455,301.3,310.8,1628,32.2,43,0,No Failure,0
6277,2024-02-13 22:00:00,L53456,301.2,310.8,1233,64.6,45,0,No Failure,0
6278,2024-02-13 22:10:00,L53457,301.2,310.8,1461,40.6,47,0,No Failure,0
6279,2024-02-13 22:20:00,L53458,301.2,310.7,1568,38.3,49,0,No Failure,0
6280,2024-02-13 22:30:00,L53459,301.3,310.8,1432,54.4,51,0,No Failure,0
6281,2024-02-13 22:40:00,M21140,301.2,310.7,1527,41.1,53,0,No Failure,0
6282,2024-02-13 22:50:00,M21141,301.3,310.8,1455,41.2,56,0,No Failure,0
6283,2024-02-13 23:00:00,M21142,301.3,310.8,1418,45.4,59,0,No Failure,0
6284,2024-02-13 23:10:00,L53463,301.3,310.8,1719,29.5,62,0,No Failure,0
6285,2024-02-13 23:20:00,M21144,301.2,310.8,1734,31.3,64,0,No Failure,0
6286,2024-02-13 23:30:00,M21145,301.2,310.7,1426,46.1,67,0,No Failure,0
6287,2024-02-13 23:40:00,L53466,301.1,310.6,1611,35.2,70,0,No Failure,0
6288,2024-02-13 23:50:00,M21147,301.1,310.6,1479,41.1,72,0,No Failure,0
6289,2024-02-14 00:00:00,L53468,301.0,310.5,1317,50.9,75,0,No Failure,0
6290,2024-02-14 00:10:00,L53469,301.0,310.5,1248,61.4,77,0,No Failure,0
6291,2024-02-14 00:20:00,L53470,301.0,310.5,1932,21.7,79,0,No Failure,0
6292,2024-02-14 00:30:00,M21151,301.1,310.5,1547,35.8,81,0,No Failure,0
6293,2024-02-14 00:40:00,L53472,301.0,310.4,1614,31.6,84,0,No Failure,0
6294,2024-02-14 00:50:00,H35707,301.0,310.4,1512,44.9,86,0,No Failure,0
6295,2024-02-14 01:00:00,L53474,301.1,310.5,1529,38.7,91,0,No Failure,0
6296,2024-02-14 01:10:00,H35709,301.1,310.6,1782,24.9,93,0,No Failure,0
6297,2024-02-14 01:20:00,L53476,301.0,310.5,1429,39.4,98,0,No Failure,0
6298,2024-02-14 01:30:00,M21157,301.1,310.5,1309,60.7,100,0,No Failure,0
6299,2024-02-14 01:40:00,L53478,301.1,310.5,1428,44.1,103,0,No Failure,0
6300,2024-02-14 01:50:00,L53479,301.2,310.6,1385,49.2,105,0,No Failure,0
6301,2024-02-14 02:00:00,L53480,301.2,310.7,1517,39.4,107,0,No Failure,0
6302,2024-02-14 02:10:00,M21161,301.2,310.6,1576,39.6,109,0,No Failure,0
6303,2024-02-14 02:20:00,L53482,301.2,310.6,1437,51.2,112,0,No Failure,0
6304,2024-02-14 02:30:00,H35717,301.2,310.6,1457,50.5,114,0,No Failure,0
6305,2024-02-14 02:40:00,L53484,301.1,310.5,1532,37.5,119,0,No Failure,0
6306,2024-02-14 02:50:00,M21165,301.1,310.5,1603,32.6,121,0,No Failure,0
6307,2024-02-14 03:00:00,L53486,301.0,310.4,1563,34.4,124,0,No Failure,0
6308,2024-02-14 03:10:00,L53487,301.0,310.3,1617,34.5,126,0,No Failure,0
6309,2024-02-14 03:20:00,M21168,300.8,310.1,1686,26.9,128,0,No Failure,0
6310,2024-02-14 03:30:00,L53489,300.9,310.2,1382,50.4,131,0,No Failure,0
6311,2024-02-14 03:40:00,L53490,300.9,310.1,2090,17.8,133,0,No Failure,0
6312,2024-02-14 03:50:00,L53491,300.9,310.3,1446,44.5,135,0,No Failure,0
6313,2024-02-14 04:00:00,M21172,300.9,310.2,1533,38.1,137,0,No Failure,0
6314,2024-02-14 04:10:00,L53493,300.9,310.3,1440,47.6,140,0,No Failure,0
6315,2024-02-14 04:20:00,M21174,301.0,310.4,1793,25.0,142,0,No Failure,0
